,0
0,0.4973265306122449
1,0.4940733418367347
2,0.4908488520408163
3,0.48772576530612244
4,0.48455229591836735
5,0.48139668367346944
6,0.4781505102040816
7,0.47508801020408165
8,0.4718781887755102
9,0.4688329081632653
10,0.46571173469387755
11,0.46263010204081634
12,0.4595452806122449
13,0.45638966836734696
14,0.4533227040816326
15,0.4502940051020408
16,0.4471887755102041
17,0.4441122448979592
18,0.44109375
19,0.43806186224489796
20,0.43501594387755105
21,0.4319113520408163
22,0.4288150510204081
23,0.42569132653061226
24,0.4225816326530612
25,0.41939221938775506
26,0.41616135204081633
27,0.41310905612244897
28,0.4099464285714286
29,0.40663839285714287
30,0.403296556122449
31,0.3999317602040816
32,0.3966116071428571
33,0.3932098214285714
34,0.3898188775510204
35,0.3862952806122449
36,0.3827608418367347
37,0.37927040816326535
38,0.37579464285714287
39,0.37234056122448983
40,0.3687876275510204
41,0.36523214285714284
42,0.36150127551020406
43,0.3577908163265306
44,0.3541237244897959
45,0.35041772959183676
46,0.34673915816326534
47,0.3429470663265306
48,0.33916581632653064
49,0.335405612244898
50,0.3315408163265306
51,0.3276160714285714
52,0.32378316326530615
53,0.31991709183673467
54,0.31603125
55,0.3120338010204082
56,0.30800063775510206
57,0.30387372448979594
58,0.29990752551020405
59,0.29576594387755106
60,0.29163329081632655
61,0.2875248724489796
62,0.28339285714285717
63,0.27924872448979593
64,0.2750102040816327
65,0.27080102040816323
66,0.2665280612244898
67,0.2622276785714286
68,0.2579987244897959
69,0.2537786989795918
70,0.2495044642857143
71,0.2451983418367347
72,0.24092729591836734
73,0.23680229591836732
74,0.2325484693877551
75,0.22840051020408164
76,0.22435841836734693
77,0.22037244897959182
78,0.21637563775510205
79,0.21251721938775509
80,0.20860650510204085
81,0.2047563775510204
82,0.20096364795918367
83,0.1971747448979592
84,0.19347895408163265
85,0.1897640306122449
86,0.18615114795918367
87,0.18259311224489794
88,0.1791345663265306
89,0.17573788265306123
90,0.17242091836734694
91,0.16934119897959182
92,0.16631186224489794
93,0.16360586734693877
94,0.161015306122449
95,0.15858992346938777
96,0.15650956632653062
97,0.15449617346938777
98,0.15265688775510206
99,0.1510389030612245
100,0.14960969387755102
101,0.14835586734693879
102,0.14731441326530612
103,0.14631951530612244
104,0.14549170918367346
105,0.14477869897959184
106,0.14415752551020408
107,0.14370025510204082
108,0.14330676020408165
109,0.14291517857142857
110,0.1425204081632653
111,0.1421371173469388
112,0.14178635204081633
113,0.14141772959183674
114,0.14102232142857143
115,0.14182015306122447
116,0.14156696428571428
117,0.1412315051020408
118,0.14085331632653061
119,0.14171364795918368
120,0.1413405612244898
121,0.1408813775510204
122,0.14048788265306122
123,0.14010522959183674
124,0.1397232142857143
125,0.1393641581632653
126,0.1390172193877551
127,0.1386690051020408
128,0.13969834183673469
129,0.1394094387755102
130,0.13909757653061225
131,0.13878380102040816
132,0.13854528061224491
133,0.13830102040816325
134,0.13801785714285714
135,0.13884311224489795
136,0.13853316326530613
137,0.13816772959183674
138,0.13778635204081632
139,0.13852359693877553
140,0.13941007653061224
141,0.13920408163265305
142,0.13902295918367347
143,0.13881823979591837
144,0.13858992346938775
145,0.1382704081632653
146,0.13792091836734693
147,0.13747831632653063
148,0.13813392857142856
149,0.13765242346938775
150,0.13702933673469386
151,0.13640688775510204
152,0.13599043367346939
153,0.13563329081632652
154,0.13534693877551018
155,0.1349955357142857
156,0.13571683673469387
157,0.13516326530612247
158,0.13574489795918368
159,0.1353125
160,0.13495408163265307
161,0.1346485969387755
162,0.13438201530612245
163,0.13403762755102042
164,0.13373022959183672
165,0.1335248724489796
166,0.13337244897959183
167,0.1344827806122449
168,0.13440051020408164
169,0.13434757653061224
170,0.13428571428571429
171,0.1342327806122449
172,0.13423405612244899
173,0.13417857142857142
174,0.13524170918367348
175,0.13522576530612243
176,0.13647130102040816
177,0.13644196428571428
178,0.13640561224489794
179,0.13636989795918367
180,0.1363533163265306
181,0.13751594387755103
182,0.13838073979591836
183,0.13819515306122448
184,0.13896747448979593
185,0.13877742346938776
186,0.13975063775510205
187,0.1395389030612245
188,0.1392908163265306
189,0.14008801020408163
190,0.1398016581632653
191,0.13963137755102042
192,0.13947767857142856
193,0.13938966836734693
194,0.13935522959183672
195,0.13934821428571428
196,0.13930102040816328
197,0.13926530612244897
198,0.13923150510204083
199,0.14032716836734693
