,0
0,0.4833501275510204
1,0.4804515306122449
2,0.47751147959183676
3,0.4747021683673469
4,0.4718450255102041
5,0.46906058673469386
6,0.4661173469387755
7,0.4632767857142857
8,0.4603762755102041
9,0.4574738520408163
10,0.4544598214285714
11,0.451501275510204
12,0.4485427295918368
13,0.44540561224489794
14,0.4423488520408163
15,0.43920216836734693
16,0.4359585459183673
17,0.4327876275510204
18,0.4296326530612245
19,0.4265478316326531
20,0.42323405612244897
21,0.41992665816326535
22,0.41653698979591836
23,0.41311926020408163
24,0.4096830357142857
25,0.40614221938775513
26,0.4026843112244898
27,0.39913520408163267
28,0.39553954081632653
29,0.3918616071428571
30,0.3880414540816326
31,0.38427295918367343
32,0.3803820153061224
33,0.3765618622448979
34,0.3726894132653061
35,0.3688144132653062
36,0.3648552295918367
37,0.3608176020408163
38,0.3567295918367347
39,0.3525248724489796
40,0.34832653061224494
41,0.34418431122448984
42,0.34001530612244896
43,0.33586926020408164
44,0.33159885204081635
45,0.3272767857142857
46,0.3228367346938776
47,0.3184457908163265
48,0.3140325255102041
49,0.30954400510204083
50,0.3050963010204082
51,0.30063966836734696
52,0.29610650510204084
53,0.2916798469387755
54,0.2871530612244898
55,0.28264158163265307
56,0.2781639030612245
57,0.27374170918367347
58,0.26923852040816326
59,0.26472066326530613
60,0.2601811224489796
61,0.25579017857142855
62,0.2513692602040816
63,0.24696811224489795
64,0.24270982142857145
65,0.2383705357142857
66,0.2341371173469388
67,0.22984948979591838
68,0.2256441326530612
69,0.22145408163265307
70,0.21739732142857143
71,0.21341326530612245
72,0.20951594387755104
73,0.20570854591836735
74,0.20215752551020408
75,0.19858227040816326
76,0.1951843112244898
77,0.1919234693877551
78,0.18888839285714287
79,0.18595535714285713
80,0.18314221938775507
81,0.18045982142857145
82,0.1778405612244898
83,0.17537563775510204
84,0.17295216836734695
85,0.17064540816326532
86,0.1683609693877551
87,0.1661747448979592
88,0.16401785714285716
89,0.16198533163265305
90,0.16000191326530613
91,0.15818877551020408
92,0.1564375
93,0.15481186224489796
94,0.15333482142857144
95,0.15188265306122448
96,0.15052295918367348
97,0.14934757653061223
98,0.1483545918367347
99,0.14747767857142857
100,0.14674617346938776
101,0.1460331632653061
102,0.14697385204081634
103,0.14637691326530614
104,0.14578826530612246
105,0.14521938775510204
106,0.1447283163265306
107,0.144328443877551
108,0.1438609693877551
109,0.14338392857142856
110,0.1429483418367347
111,0.14251020408163265
112,0.14207334183673467
113,0.14165880102040818
114,0.1412468112244898
115,0.14092665816326533
116,0.14151020408163265
117,0.14117602040816327
118,0.14088456632653062
119,0.14158609693877552
120,0.14253316326530613
121,0.1422595663265306
122,0.1419827806122449
123,0.14172704081632653
124,0.14148533163265306
125,0.14121683673469387
126,0.14101849489795917
127,0.1407876275510204
128,0.14046492346938774
129,0.14015306122448978
130,0.14098405612244896
131,0.1406077806122449
132,0.14022130102040817
133,0.13979719387755102
134,0.1393545918367347
135,0.1389081632653061
136,0.13956823979591837
137,0.13912244897959183
138,0.1387059948979592
139,0.1383125
140,0.13795599489795918
141,0.13771492346938777
142,0.13744706632653061
143,0.13721747448979593
144,0.13697576530612243
145,0.13666326530612247
146,0.13640051020408164
147,0.13713839285714285
148,0.13661288265306124
149,0.1360548469387755
150,0.1368048469387755
151,0.13653507653061223
152,0.1363125
153,0.1360873724489796
154,0.1358405612244898
155,0.13665752551020408
156,0.13638073979591836
157,0.13615051020408164
158,0.13721045918367347
159,0.1370860969387755
160,0.1369904336734694
161,0.13808290816326532
162,0.1380108418367347
163,0.1379808673469388
164,0.13926084183673468
165,0.1392295918367347
166,0.13913839285714286
167,0.13910522959183672
168,0.1390548469387755
169,0.13902997448979593
170,0.13898788265306122
171,0.13897002551020407
172,0.13889540816326532
173,0.13885140306122448
174,0.1387889030612245
175,0.13868048469387756
176,0.13848469387755102
177,0.13819260204081632
178,0.13796683673469387
179,0.1378048469387755
180,0.14007844387755103
181,0.14097002551020407
182,0.1420873724489796
183,0.1420389030612245
184,0.14197704081632653
185,0.1419623724489796
186,0.14196811224489794
187,0.1431313775510204
188,0.14307589285714284
189,0.14292793367346937
190,0.1426919642857143
191,0.14226977040816327
192,0.14158992346938776
193,0.14207908163265306
194,0.14141964285714287
195,0.14099170918367346
196,0.14064859693877552
197,0.1413890306122449
198,0.14111352040816327
199,0.1410376275510204
