,0
0,0.49525382653061223
1,0.4920178571428572
2,0.4888016581632653
3,0.4856301020408163
4,0.48240688775510204
5,0.4791658163265306
6,0.47598533163265305
7,0.47275701530612246
8,0.4695286989795918
9,0.4663673469387755
10,0.46307716836734697
11,0.45979846938775515
12,0.4565612244897959
13,0.45328507653061223
14,0.44992729591836733
15,0.4466045918367347
16,0.443172193877551
17,0.43974808673469384
18,0.43638265306122453
19,0.433
20,0.4296020408163265
21,0.4259853316326531
22,0.4223686224489796
23,0.4187397959183673
24,0.4151224489795919
25,0.41152806122448976
26,0.40770025510204083
27,0.40395790816326527
28,0.4002678571428571
29,0.3964623724489796
30,0.3925070153061225
31,0.3885637755102041
32,0.3846760204081633
33,0.3807385204081633
34,0.37672576530612245
35,0.3727002551020408
36,0.36863966836734696
37,0.36443303571428576
38,0.3601390306122449
39,0.35590752551020405
40,0.3516001275510204
41,0.3471224489795918
42,0.34259438775510204
43,0.33816390306122446
44,0.333624362244898
45,0.32904145408163266
46,0.32446875
47,0.31988392857142856
48,0.3152576530612245
49,0.3105631377551021
50,0.305827806122449
51,0.30103443877551017
52,0.29626849489795914
53,0.29146747448979593
54,0.28677869897959185
55,0.28193112244897955
56,0.2771683673469388
57,0.27228380102040817
58,0.267609693877551
59,0.26288329081632655
60,0.258218112244898
61,0.25370854591836733
62,0.24914158163265307
63,0.24460969387755102
64,0.24012244897959184
65,0.23573979591836733
66,0.2315293367346939
67,0.22739413265306122
68,0.2234610969387755
69,0.21960076530612246
70,0.21588073979591835
71,0.21232142857142858
72,0.20887436224489794
73,0.20555676020408162
74,0.20221875
75,0.19905038265306121
76,0.19597130102040816
77,0.19308099489795916
78,0.19021619897959186
79,0.18745025510204083
80,0.18471301020408162
81,0.18208418367346937
82,0.17961160714285712
83,0.1771014030612245
84,0.17475829081632654
85,0.17248086734693877
86,0.17020216836734695
87,0.1680248724489796
88,0.16590816326530614
89,0.1639081632653061
90,0.1619795918367347
91,0.16014795918367347
92,0.15841964285714286
93,0.15677487244897959
94,0.15527869897959184
95,0.15383099489795918
96,0.15256696428571428
97,0.1514451530612245
98,0.15041135204081632
99,0.14942091836734694
100,0.14846364795918368
101,0.1476422193877551
102,0.14684247448979593
103,0.1461358418367347
104,0.14549489795918366
105,0.1447716836734694
106,0.1442251275510204
107,0.14361798469387757
108,0.14448660714285716
109,0.14395408163265305
110,0.1434674744897959
111,0.14431186224489798
112,0.14482908163265307
113,0.1444795918367347
114,0.14411670918367347
115,0.14385331632653062
116,0.1447876275510204
117,0.14449298469387756
118,0.14536862244897958
119,0.14506441326530614
120,0.1447952806122449
121,0.14556632653061224
122,0.14641135204081634
123,0.14551594387755104
124,0.1449719387755102
125,0.1453769132653061
126,0.14478635204081633
127,0.14425255102040815
128,0.14368176020408163
129,0.14319897959183672
130,0.14400892857142858
131,0.14351466836734694
132,0.14305102040816325
133,0.1425707908163265
134,0.14210140306122448
135,0.14169706632653062
136,0.14112372448979593
137,0.14054910714285715
138,0.14011543367346938
139,0.13976530612244897
140,0.13943686224489796
141,0.13917155612244897
142,0.1389859693877551
143,0.13881505102040817
144,0.13987372448979593
145,0.14089540816326532
146,0.14074170918367346
147,0.14059247448979592
148,0.14046875
149,0.14028762755102042
150,0.14009630102040815
151,0.13982142857142857
152,0.13952232142857143
153,0.13924107142857145
154,0.13903316326530613
155,0.13887244897959183
156,0.13872831632653063
157,0.13873150510204083
158,0.1395656887755102
159,0.13931377551020407
160,0.13899426020408165
161,0.1386237244897959
162,0.1382123724489796
163,0.1378144132653061
164,0.13748852040816326
165,0.13723086734693876
166,0.13793303571428572
167,0.13767410714285713
168,0.13743750000000002
169,0.13715625
170,0.13716517857142857
171,0.1378469387755102
172,0.13877551020408163
173,0.13860905612244898
174,0.13852423469387753
175,0.13848150510204082
176,0.1383813775510204
177,0.13828316326530612
178,0.14019897959183672
179,0.13999553571428572
180,0.13962627551020407
181,0.14044961734693878
182,0.14006122448979594
183,0.13976339285714287
184,0.1399776785714286
185,0.13966454081632654
186,0.13945663265306124
187,0.1393016581632653
188,0.14033354591836736
189,0.14141517857142857
190,0.1413673469387755
191,0.14129974489795918
192,0.14131632653061224
193,0.14115880102040815
194,0.14095280612244898
195,0.1406230867346939
196,0.1410376275510204
197,0.1401690051020408
198,0.13935012755102041
199,0.1400063775510204
